ID,temp ,humidity,windspeed,workingday,count
3340,0.6,0.94,0.1642,1,15
3341,0.6,0.94,0.194,1,10
3342,0.58,0.94,0.1045,1,2
3343,0.6,0.88,0.1045,1,4
3344,0.58,0.94,0.2537,1,24
3345,0.58,0.94,0.194,1,112
3346,0.64,0.78,0.194,1,314
3347,0.62,0.83,0.2239,1,434
3348,0.64,0.73,0.194,1,138
3349,0.7,0.61,0.3284,1,108
3350,0.74,0.51,0.2239,1,175
3351,0.76,0.45,0.3881,1,170
3352,0.78,0.46,0.2537,1,190
3353,0.78,0.46,0.2836,1,153
3354,0.74,0.55,0.4179,1,188
3355,0.66,0.69,0.194,1,277
3356,0.7,0.61,0.1045,1,548
3357,0.7,0.7,0.194,1,564
3358,0.66,0.74,0.194,1,355
3359,0.66,0.74,0.0896,1,280
3360,0.64,0.78,0.0896,1,189
3361,0.62,0.88,0.2239,1,141
3362,0.66,0.74,0.1642,1,66
3363,0.6,0.83,0.2239,1,35
3364,0.58,0.83,0.194,1,8
3365,0.56,0.94,0,1,8
3366,0.54,1,0.1343,1,9
3367,0.54,1,0.1045,1,3
3368,0.56,0.88,0.0896,1,25
3369,0.56,0.94,0.0896,1,117
3370,0.62,0.73,0.1343,1,313
3371,0.64,0.69,0.2239,1,531
3372,0.68,0.65,0.0896,1,234
3373,0.7,0.61,0.0896,1,135
3374,0.74,0.51,0.0896,1,140
3375,0.74,0.55,0.1343,1,210
3376,0.74,0.55,0.1343,1,202
3377,0.74,0.55,0.1642,1,168
3378,0.76,0.52,0.2537,1,182
3379,0.74,0.51,0.2836,1,299
3380,0.74,0.51,0.2239,1,601
3381,0.72,0.58,0.2239,1,517
3382,0.7,0.61,0.1343,1,405
3383,0.7,0.61,0.1642,1,340
3384,0.66,0.69,0.1343,1,236
3385,0.66,0.69,0.2537,1,174
3386,0.64,0.73,0.1343,1,86
3387,0.64,0.73,0.1343,1,45
3388,0.64,0.73,0.1343,1,16
3389,0.62,0.83,0.1045,1,14
3390,0.6,0.88,0.0896,1,4
3391,0.6,0.88,0,1,2
3392,0.6,0.88,0.0896,1,27
3393,0.6,1,0.0896,1,98
3394,0.62,0.94,0.2537,1,286
3395,0.66,0.83,0.1642,1,489
3396,0.72,0.7,0.1642,1,216
3397,0.7,0.74,0.2836,1,143
3398,0.74,0.66,0.2239,1,160
3399,0.78,0.59,0.3284,1,194
3400,0.82,0.52,0.2836,1,197
3401,0.82,0.52,0.2836,1,189
3402,0.82,0.46,0.2836,1,141
3403,0.8,0.49,0.3582,1,291
3404,0.8,0.46,0.2836,1,494
3405,0.8,0.46,0.3284,1,478
3406,0.78,0.46,0.3284,1,378
3407,0.72,0.58,0.1642,1,322
3408,0.72,0.62,0.0896,1,223
3409,0.7,0.65,0.1343,1,180
3410,0.7,0.65,0.194,1,90
3411,0.68,0.69,0.2537,1,69
3412,0.7,0.58,0.2985,1,50
3413,0.68,0.61,0.2239,1,18
3414,0.66,0.65,0.0896,1,12
3415,0.64,0.69,0.1343,1,7
3416,0.64,0.65,0.2836,1,31
3417,0.64,0.69,0.0896,1,81
3418,0.64,0.73,0.1642,1,249
3419,0.66,0.74,0.2836,1,418
3420,0.7,0.65,0.2836,1,227
3421,0.72,0.54,0.3881,1,153
3422,0.74,0.55,0.3284,1,166
3423,0.76,0.55,0.2985,1,243
3424,0.74,0.58,0.194,1,209
3425,0.76,0.55,0.2537,1,239
3426,0.78,0.49,0.2836,1,356
3427,0.76,0.55,0.3881,1,419
3428,0.74,0.58,0.3881,1,491
3429,0.72,0.62,0.2985,1,399
3430,0.6,0.78,0.2537,1,279
3431,0.62,0.73,0.2239,1,144
3432,0.6,0.83,0.1045,1,151
3433,0.6,0.78,0.1343,1,141
3434,0.58,0.88,0.1343,1,127
3435,0.58,0.88,0.1343,0,94
3436,0.58,0.88,0.194,0,55
3437,0.56,0.94,0.194,0,48
3438,0.56,0.88,0.2239,0,15
3439,0.56,0.88,0.2537,0,4
3440,0.56,0.88,0.2239,0,7
3441,0.58,0.83,0.2537,0,19
3442,0.6,0.83,0.2537,0,50
3443,0.62,0.78,0.194,0,102
3444,0.64,0.73,0.2537,0,177
3445,0.7,0.65,0.2239,0,276
3446,0.7,0.65,0.2239,0,349
3447,0.72,0.58,0.2537,0,358
3448,0.72,0.62,0.2239,0,385
3449,0.74,0.58,0.2239,0,382
3450,0.74,0.55,0.2239,0,374
3451,0.76,0.55,0.2836,0,402
3452,0.74,0.55,0.2985,0,341
3453,0.72,0.62,0.2537,0,385
3454,0.7,0.65,0.194,0,252
3455,0.7,0.65,0.2239,0,196
3456,0.66,0.74,0.2985,0,201
3457,0.66,0.78,0.2239,0,161
3458,0.64,0.83,0.194,0,125
3459,0.64,0.83,0.2239,0,83
3460,0.62,0.88,0.1642,0,66
3461,0.62,0.88,0.1045,0,61
3462,0.62,0.88,0.1045,0,26
3463,0.6,0.88,0.0896,0,23
3464,0.6,0.94,0.1642,0,6
3465,0.62,0.88,0.194,0,15
3466,0.62,0.88,0.2537,0,30
3467,0.62,0.88,0.2239,0,96
3468,0.62,0.94,0.2537,0,152
3469,0.66,0.83,0.2239,0,251
3470,0.66,0.83,0.2836,0,319
3471,0.7,0.74,0.2239,0,402
3472,0.72,0.7,0.2836,0,418
3473,0.74,0.7,0.2836,0,351
3474,0.74,0.7,0.2985,0,376
3475,0.74,0.7,0.2836,0,361
3476,0.74,0.7,0.2836,0,383
3477,0.72,0.74,0.2836,0,328
3478,0.72,0.74,0.2537,0,287
3479,0.7,0.79,0.194,0,219
3480,0.68,0.83,0.1642,0,229
3481,0.66,0.89,0.1343,0,171
3482,0.66,0.89,0.1642,0,135
3483,0.64,0.94,0.194,0,103
3484,0.64,0.94,0.1343,0,79
3485,0.64,0.94,0.194,0,45
3486,0.64,0.94,0.194,0,18
3487,0.62,0.94,0.1642,0,6
3488,0.62,0.94,0.1045,0,7
3489,0.64,0.94,0.0896,0,16
3490,0.64,0.94,0,0,31
3491,0.66,0.89,0.1045,0,94
3492,0.72,0.74,0.0896,0,128
3493,0.8,0.55,0.2537,0,269
3494,0.82,0.52,0,0,321
3495,0.86,0.47,0.1045,0,366
3496,0.86,0.44,0.0896,0,350
3497,0.88,0.39,0,0,327
3498,0.88,0.39,0.2537,0,311
3499,0.88,0.37,0.2836,0,309
3500,0.86,0.41,0.2239,0,304
3501,0.86,0.41,0.1642,0,249
3502,0.52,0.48,0.1045,0,225
3503,0.76,0.58,0,0,237
3504,0.74,0.7,0.1343,0,149
3505,0.72,0.74,0.1642,0,106
3506,0.7,0.84,0.1045,0,48
3507,0.7,0.79,0.0896,1,29
3508,0.68,0.89,0.0896,1,17
3509,0.66,0.94,0.1343,1,12
3510,0.64,0.94,0,1,4
3511,0.66,0.83,0.0896,1,3
3512,0.66,0.83,0.0896,1,26
3513,0.68,0.79,0.0896,1,109
3514,0.74,0.66,0.1045,1,235
3515,0.78,0.59,0.1343,1,406
3516,0.8,0.55,0.1343,1,175
3517,0.82,0.56,0.1343,1,109
3518,0.86,0.47,0,1,106
3519,0.86,0.47,0.1343,1,162
3520,0.9,0.39,0.1642,1,147
3521,0.9,0.37,0,1,140
3522,0.9,0.37,0.1642,1,175
3523,0.9,0.39,0.1343,1,249
3524,0.84,0.53,0.2239,1,495
3525,0.84,0.53,0.194,1,417
3526,0.78,0.62,0.1045,1,285
3527,0.78,0.62,0.1045,1,251
3528,0.76,0.66,0.1045,1,210
3529,0.74,0.7,0.1642,1,159
3530,0.72,0.79,0.0896,1,61
3531,0.7,0.79,0.1642,1,34
3532,0.7,0.84,0.2537,1,17
3533,0.7,0.79,0.1642,1,3
3534,0.68,0.89,0.194,1,6
3535,0.68,0.89,0.2239,1,4
3536,0.66,0.89,0.0896,1,21
3537,0.68,0.89,0.0896,1,128
3538,0.7,0.79,0.1642,1,284
3539,0.72,0.79,0.194,1,454
3540,0.74,0.74,0.2239,1,207
3541,0.76,0.75,0.2537,1,115
3542,0.82,0.59,0.2239,1,112
3543,0.86,0.53,0,1,169
3544,0.9,0.37,0.194,1,154
3545,0.9,0.37,0.2537,1,145
3546,0.9,0.39,0.2985,1,152
3547,0.86,0.47,0.2985,1,266
3548,0.86,0.47,0.2985,1,486
3549,0.82,0.56,0.3881,1,309
3550,0.74,0.79,0.1642,1,264
3551,0.74,0.79,0.2537,1,256
3552,0.74,0.7,0.2836,1,190
3553,0.74,0.66,0.1343,1,129
3554,0.74,0.51,0.1642,1,69
3555,0.74,0.4,0.3582,1,42
3556,0.72,0.38,0.1045,1,15
3557,0.7,0.39,0,1,6
3558,0.66,0.44,0.1045,1,4
3559,0.66,0.41,0.194,1,3
3560,0.66,0.39,0.2239,1,31
3561,0.66,0.39,0.1343,1,113
3562,0.7,0.34,0.2537,1,304
3563,0.7,0.32,0.2985,1,467
3564,0.72,0.26,0.3582,1,225
3565,0.72,0.28,0.4925,1,139
3566,0.74,0.28,0.3881,1,165
3567,0.76,0.25,0.4627,1,232
3568,0.8,0.24,0.3582,1,203
3569,0.78,0.24,0.3284,1,185
3570,0.8,0.21,0.3881,1,188
3571,0.8,0.22,0.4925,1,318
3572,0.76,0.2,0.5224,1,572
3573,0.74,0.22,0.3881,1,525
3574,0.72,0.23,0.2985,1,379
3575,0.7,0.24,0.194,1,337
3576,0.66,0.31,0.194,1,248
3577,0.64,0.33,0.2537,1,155
3578,0.62,0.35,0.2239,1,112
3579,0.62,0.38,0.2836,1,68
3580,0.6,0.38,0.3582,1,22
3581,0.56,0.43,0.2239,1,12
3582,0.54,0.49,0.2239,1,5
3583,0.52,0.48,0.3284,1,6
3584,0.52,0.48,0.3582,1,28
3585,0.54,0.45,0.2985,1,106
3586,0.54,0.45,0.2537,1,277
3587,0.56,0.43,0.3284,1,502
3588,0.58,0.4,0.1642,1,230
3589,0.62,0.33,0.2537,1,161
3590,0.64,0.31,0.3284,1,192
3591,0.66,0.27,0.2836,1,259
3592,0.68,0.26,0.2537,1,248
3593,0.7,0.28,0.2836,1,240
3594,0.7,0.28,0.2836,1,212
3595,0.72,0.26,0.3284,1,349
3596,0.72,0.25,0.2836,1,558
3597,0.7,0.24,0.2985,1,564
3598,0.68,0.26,0.2836,1,391
3599,0.64,0.29,0.1642,1,293
3600,0.64,0.29,0.1045,1,247
3601,0.62,0.35,0,1,171
3602,0.58,0.46,0.1045,1,171
3603,0.56,0.52,0,0,93
3604,0.54,0.64,0.1045,0,94
3605,0.54,0.56,0.194,0,59
3606,0.52,0.59,0.1045,0,18
3607,0.52,0.59,0.0896,0,15
3608,0.5,0.64,0,0,8
3609,0.54,0.6,0,0,28
3610,0.56,0.56,0,0,87
3611,0.6,0.46,0.0896,0,125
3612,0.62,0.43,0.1343,0,224
3613,0.64,0.38,0.1045,0,317
3614,0.66,0.36,0.1343,0,369
3615,0.7,0.32,0.1642,0,420
3616,0.74,0.28,0.1343,0,456
3617,0.74,0.33,0.2239,0,451
3618,0.74,0.27,0.4179,0,404
3619,0.72,0.3,0.1343,0,440
3620,0.72,0.34,0.2537,0,344
3621,0.74,0.3,0.1642,0,341
3622,0.7,0.39,0.0896,0,285
3623,0.7,0.48,0.0896,0,239
3624,0.66,0.47,0.1045,0,185
3625,0.64,0.57,0.2239,0,190
3626,0.64,0.57,0,0,150
3627,0.64,0.57,0.0896,0,113
3628,0.64,0.61,0.1642,0,96
3629,0.64,0.61,0.1642,0,64
3630,0.62,0.65,0.1642,0,47
3631,0.62,0.65,0.1642,0,12
3632,0.62,0.61,0.1343,0,6
3633,0.62,0.61,0.1045,0,21
3634,0.6,0.73,0.2537,0,27
3635,0.6,0.73,0.2537,0,98
3636,0.6,0.78,0.194,0,164
3637,0.62,0.73,0.0896,0,251
3638,0.64,0.69,0.1045,0,335
3639,0.64,0.69,0.1045,0,335
3640,0.66,0.65,0.1045,0,367
3641,0.7,0.58,0.1642,0,385
3642,0.7,0.54,0,0,417
3643,0.72,0.51,0.0896,0,398
3644,0.74,0.51,0,0,390
3645,0.7,0.58,0.1045,0,363
3646,0.68,0.65,0.1642,0,357
3647,0.66,0.69,0.194,0,279
3648,0.64,0.73,0.1642,0,165
3649,0.64,0.78,0.2239,0,130
3650,0.62,0.78,0.1343,0,86
3651,0.62,0.78,0.1343,1,29
3652,0.6,0.83,0.1343,1,14
3653,0.58,0.88,0.1045,1,8
3654,0.58,0.88,0,1,5
3655,0.56,0.94,0.1045,1,8
3656,0.56,0.88,0.0896,1,31
3657,0.58,0.88,0,1,112
3658,0.62,0.78,0.1045,1,299
3659,0.64,0.73,0.0896,1,438
3660,0.7,0.58,0.1642,1,188
3661,0.72,0.51,0.2239,1,95
3662,0.74,0.42,0.1343,1,111
3663,0.76,0.37,0.1642,1,153
3664,0.78,0.35,0,1,180
3665,0.78,0.31,0.1343,1,145
3666,0.8,0.29,0.194,1,165
3667,0.76,0.33,0.1343,1,267
3668,0.78,0.33,0.2836,1,579
3669,0.76,0.31,0.1343,1,556
3670,0.72,0.54,0.194,1,407
3671,0.68,0.61,0.1343,1,336
3672,0.66,0.57,0.0896,1,189
3673,0.66,0.61,0.0896,1,173
3674,0.64,0.69,0.0896,1,60
3675,0.64,0.65,0.0896,1,20
3676,0.62,0.69,0.1343,1,4
3677,0.6,0.73,0.0896,1,5
3678,0.6,0.73,0.0896,1,2
3679,0.58,0.83,0.1343,1,5
3680,0.58,0.88,0.1642,1,32
3681,0.6,0.78,0.1343,1,126
3682,0.64,0.69,0.194,1,334
3683,0.68,0.61,0.1343,1,477
3684,0.72,0.58,0.2239,1,217
3685,0.76,0.48,0.194,1,123
3686,0.76,0.52,0.2537,1,151
3687,0.8,0.46,0.2836,1,183
3688,0.8,0.43,0.2537,1,196
3689,0.8,0.43,0.2836,1,146
3690,0.82,0.41,0.3284,1,183
3691,0.8,0.38,0.2239,1,308
3692,0.8,0.43,0.2537,1,539
3693,0.78,0.46,0.2836,1,551
3694,0.76,0.48,0.2537,1,424
3695,0.74,0.56,0.1343,1,346
3696,0.72,0.7,0.1343,1,218
3697,0.7,0.65,0.1343,1,153
3698,0.68,0.79,0.1045,1,90
3699,0.66,0.89,0.1343,1,41
3700,0.66,0.78,0,1,23
3701,0.64,0.89,0.0896,1,7
3702,0.64,0.89,0.0896,1,3
3703,0.62,0.83,0,1,6
3704,0.62,0.88,0,1,21
3705,0.64,0.89,0.1343,1,116
3706,0.66,0.74,0.1045,1,353
3707,0.76,0.58,0.1642,1,481
3708,0.76,0.58,0.1642,1,202
3709,0.82,0.43,0.2239,1,90
3710,0.84,0.41,0.194,1,134
3711,0.88,0.42,0.1343,1,149
3712,0.9,0.42,0,1,136
3713,0.92,0.4,0.2537,1,155
3714,0.92,0.4,0.1642,1,128
3715,0.92,0.4,0.2239,1,233
3716,0.92,0.35,0.2239,1,506
3717,0.9,0.37,0.2239,1,459
3718,0.82,0.59,0.1343,1,384
3719,0.8,0.63,0.1343,1,280
3720,0.8,0.66,0.1343,1,202
3721,0.76,0.75,0.1642,1,176
3722,0.76,0.75,0.194,1,116
3723,0.74,0.79,0.1343,1,47
3724,0.74,0.79,0.1045,1,16
3725,0.72,0.84,0.1642,1,6
3726,0.72,0.84,0.1045,1,2
3727,0.72,0.79,0.0896,1,6
3728,0.7,0.84,0,1,20
3729,0.72,0.84,0.0896,1,118
3730,0.72,0.79,0.1343,1,314
3731,0.76,0.7,0.1045,1,432
3732,0.84,0.49,0,1,168
3733,0.86,0.5,0.2836,1,94
3734,0.9,0.42,0.2239,1,118
3735,0.92,0.35,0.194,1,140
3736,0.9,0.37,0.0896,1,136
3737,0.92,0.4,0.194,1,118
3738,0.94,0.31,0.1642,1,104
3739,0.92,0.33,0.1343,1,200
3740,0.9,0.37,0.2537,1,409
3741,0.88,0.39,0.2836,1,466
3742,0.84,0.39,0.3284,1,326
3743,0.8,0.43,0.194,1,254
3744,0.76,0.52,0,1,171
3745,0.74,0.58,0.1642,1,153
3746,0.74,0.57,0.1642,1,97
3747,0.7,0.65,0.2239,1,69
3748,0.7,0.65,0.2239,1,23
3749,0.68,0.69,0.1642,1,13
3750,0.68,0.69,0.1642,1,6
3751,0.66,0.78,0.1642,1,4
3752,0.66,0.78,0.1642,1,28
3753,0.66,0.78,0.0896,1,104
3754,0.72,0.66,0.1045,1,267
3755,0.74,0.58,0.1343,1,452
3756,0.76,0.55,0,1,213
3757,0.78,0.52,0,1,111
3758,0.82,0.46,0,1,153
3759,0.84,0.44,0.1343,1,207
3760,0.84,0.44,0.1045,1,189
3761,0.86,0.39,0,1,165
3762,0.84,0.44,0.1045,1,212
3763,0.82,0.56,0.2985,1,285
3764,0.82,0.52,0.2239,1,517
3765,0.8,0.59,0.2239,1,463
3766,0.78,0.59,0.194,1,306
3767,0.76,0.62,0.1045,1,250
3768,0.76,0.66,0.1343,1,218
3769,0.72,0.74,0.2537,1,185
3770,0.72,0.74,0.1642,1,146
3771,0.7,0.79,0.1343,0,117
3772,0.7,0.79,0.0896,0,77
3773,0.7,0.79,0.1045,0,60
3774,0.68,0.83,0.0896,0,28
3775,0.68,0.79,0.0896,0,13
3776,0.68,0.74,0.1343,0,16
3777,0.7,0.61,0.1343,0,40
3778,0.72,0.58,0.194,0,68
3779,0.74,0.58,0.194,0,143
3780,0.74,0.62,0.1343,0,230
3781,0.74,0.58,0.1642,0,264
3782,0.76,0.62,0.1343,0,325
3783,0.8,0.55,0.2239,0,347
3784,0.8,0.55,0.194,0,387
3785,0.82,0.49,0.1045,0,380
3786,0.82,0.49,0.1045,0,374
3787,0.8,0.46,0.194,0,394
3788,0.74,0.58,0.1642,0,337
3789,0.72,0.62,0.1343,0,286
3790,0.7,0.65,0.194,0,264
3791,0.68,0.74,0.2537,0,275
3792,0.66,0.74,0.2239,0,220
3793,0.66,0.78,0.2239,0,190
3794,0.66,0.74,0.1045,0,131
3795,0.66,0.78,0.2239,0,119
3796,0.64,0.83,0.1045,0,93
3797,0.64,0.89,0.2537,0,66
3798,0.64,0.89,0.2836,0,28
3799,0.62,0.88,0.1642,0,14
3800,0.62,0.88,0.2239,0,10
3801,0.62,0.88,0.1045,0,14
3802,0.64,0.78,0.1045,0,34
3803,0.7,0.74,0,0,92
3804,0.72,0.66,0,0,182
3805,0.76,0.58,0.0896,0,311
3806,0.78,0.55,0.1045,0,367
3807,0.82,0.46,0,0,420
3808,0.78,0.59,0.2836,0,373
3809,0.82,0.56,0.2537,0,315
3810,0.8,0.59,0.2985,0,360
3811,0.68,0.83,0.2836,0,350
3812,0.68,0.83,0.2836,0,252
3813,0.7,0.74,0.1642,0,256
3814,0.7,0.74,0.1045,0,223
3815,0.66,0.83,0.1642,0,206
3816,0.66,0.83,0.1045,0,140
3817,0.64,0.83,0.1343,0,128
3818,0.64,0.78,0.194,0,107
3819,0.64,0.78,0.1343,1,28
3820,0.64,0.73,0.2239,1,16
3821,0.62,0.73,0.2836,1,10
3822,0.6,0.6,0.4925,1,7
3823,0.56,0.64,0.2985,1,4
3824,0.54,0.64,0.3881,1,29
3825,0.54,0.64,0.4179,1,105
3826,0.56,0.56,0.3582,1,328
3827,0.58,0.49,0.4478,1,476
3828,0.62,0.46,0.3582,1,224
3829,0.64,0.41,0.3284,1,118
3830,0.66,0.41,0.2985,1,159
3831,0.66,0.41,0.2836,1,196
3832,0.7,0.37,0,1,227
3833,0.7,0.34,0.2537,1,200
3834,0.7,0.37,0.4478,1,185
3835,0.7,0.37,0.4179,1,326
3836,0.7,0.39,0.3284,1,601
3837,0.7,0.37,0.3582,1,586
3838,0.66,0.39,0.2836,1,423
3839,0.64,0.44,0.2537,1,331
3840,0.64,0.41,0.2537,1,218
3841,0.62,0.46,0.2239,1,134
3842,0.62,0.46,0.194,1,89
3843,0.6,0.49,0.194,1,31
3844,0.6,0.49,0.2537,1,13
3845,0.6,0.49,0.2836,1,10
3846,0.58,0.53,0.3284,1,2
3847,0.54,0.6,0.2537,1,3
3848,0.54,0.56,0.3284,1,26
3849,0.54,0.56,0.2985,1,113
3850,0.56,0.52,0.4179,1,365
3851,0.58,0.49,0.3881,1,486
3852,0.62,0.46,0.194,1,193
3853,0.62,0.46,0.2239,1,130
3854,0.64,0.41,0.2836,1,143
3855,0.64,0.41,0.3582,1,169
3856,0.64,0.44,0.2239,1,209
3857,0.64,0.47,0.194,1,159
3858,0.64,0.47,0.1642,1,178
3859,0.68,0.41,0.194,1,330
3860,0.64,0.5,0.2836,1,569
3861,0.62,0.51,0.3284,1,538
3862,0.64,0.5,0.3582,1,386
3863,0.6,0.56,0.1642,1,297
3864,0.6,0.56,0.2985,1,243
3865,0.58,0.6,0.2239,1,188
3866,0.56,0.68,0.2239,1,110
3867,0.56,0.64,0.3582,1,52
3868,0.54,0.64,0.2836,1,14
3869,0.52,0.63,0.2239,1,9
3870,0.5,0.68,0.2537,1,1
3871,0.5,0.63,0.2836,1,4
3872,0.48,0.67,0.2836,1,21
3873,0.5,0.63,0.2537,1,121
3874,0.54,0.6,0.1343,1,370
3875,0.58,0.53,0.1343,1,498
3876,0.6,0.49,0,1,207
3877,0.64,0.47,0.1642,1,135
3878,0.68,0.36,0,1,164
3879,0.7,0.34,0.2239,1,211
3880,0.74,0.28,0.2836,1,189
3881,0.74,0.28,0,1,178
3882,0.76,0.27,0,1,164
3883,0.76,0.27,0.1343,1,312
3884,0.74,0.28,0.1045,1,638
3885,0.72,0.32,0.1343,1,607
3886,0.7,0.37,0.2836,1,416
3887,0.66,0.44,0.1642,1,330
3888,0.64,0.47,0.2239,1,257
3889,0.62,0.5,0.1045,1,175
3890,0.62,0.53,0,1,107
3891,0.6,0.56,0.1045,1,47
3892,0.58,0.6,0,1,17
3893,0.6,0.56,0.0896,1,5
3894,0.56,0.73,0.0896,1,4
3895,0.56,0.68,0.1045,1,6
3896,0.6,0.64,0.194,1,25
3897,0.58,0.73,0.1642,1,112
3898,0.56,0.78,0.1642,1,188
3899,0.6,0.69,0.1343,1,388
3900,0.62,0.65,0.194,1,261
3901,0.66,0.61,0.2537,1,121
3902,0.68,0.61,0.2985,1,150
3903,0.72,0.54,0.3881,1,206
3904,0.72,0.54,0.2537,1,151
3905,0.72,0.54,0.3284,1,153
3906,0.7,0.61,0.2985,1,159
3907,0.66,0.69,0.194,1,294
3908,0.64,0.78,0.1045,1,272
3909,0.64,0.83,0.2239,1,325
3910,0.62,0.83,0.2836,1,327
3911,0.62,0.83,0.3284,1,201
3912,0.62,0.83,0.2537,1,188
3913,0.62,0.83,0.2537,1,151
3914,0.6,0.83,0.2537,1,16
3915,0.56,0.88,0.0896,1,24
3916,0.56,0.94,0.1343,1,23
3917,0.56,0.94,0.1045,1,13
3918,0.56,0.94,0.1045,1,6
3919,0.54,0.94,0.1343,1,6
3920,0.54,1,0,1,13
3921,0.56,0.94,0,1,97
3922,0.6,0.83,0,1,250
3923,0.6,0.83,0,1,454
3924,0.7,0.58,0.194,1,224
3925,0.7,0.58,0.194,1,170
3926,0.68,0.69,0.2537,1,181
3927,0.7,0.65,0.2537,1,243
3928,0.74,0.62,0.2836,1,204
3929,0.76,0.52,0.194,1,215
3930,0.78,0.43,0.2239,1,243
3931,0.76,0.45,0.1642,1,355
3932,0.76,0.4,0.194,1,552
3933,0.76,0.4,0.194,1,450
3934,0.64,0.83,0.2537,1,328
3935,0.64,0.78,0.1045,1,232
3936,0.64,0.78,0.0896,1,208
3937,0.62,0.88,0.1343,1,175
3938,0.62,0.83,0.1343,1,178
3939,0.62,0.88,0.1343,0,104
3940,0.62,0.83,0.1045,0,95
3941,0.6,0.88,0,0,53
3942,0.6,0.88,0.0896,0,20
3943,0.6,0.88,0.0896,0,5
3944,0.62,0.83,0,0,7
3945,0.62,0.83,0.1045,0,27
3946,0.64,0.78,0.1343,0,57
3947,0.66,0.78,0.0896,0,131
3948,0.7,0.61,0.2239,0,218
3949,0.72,0.62,0.194,0,244
3950,0.72,0.62,0.1343,0,404
3951,0.74,0.66,0.0896,0,420
3952,0.76,0.55,0,0,327
3953,0.8,0.46,0.2836,0,334
3954,0.82,0.46,0.1343,0,367
3955,0.76,0.52,0.2239,0,468
3956,0.76,0.48,0.1642,0,449
3957,0.74,0.55,0.194,0,381
3958,0.74,0.51,0.1045,0,326
3959,0.72,0.58,0.1343,0,188
3960,0.72,0.66,0.1045,0,183
3961,0.72,0.62,0.1343,0,161
3962,0.72,0.62,0,0,150
3963,0.7,0.65,0,0,89
3964,0.7,0.65,0.0896,0,76
3965,0.68,0.74,0.0896,0,72
3966,0.66,0.78,0.1343,0,30
3967,0.66,0.74,0.1343,0,17
3968,0.66,0.78,0,0,19
3969,0.66,0.78,0.1642,0,33
3970,0.66,0.78,0.1642,0,71
3971,0.68,0.74,0.1045,0,84
3972,0.68,0.74,0.1045,0,169
3973,0.7,0.61,0.1045,0,244
3974,0.72,0.58,0.0896,0,377
3975,0.74,0.55,0.0896,0,396
3976,0.74,0.51,0,0,363
3977,0.74,0.58,0.1045,0,317
3978,0.74,0.55,0.1045,0,362
3979,0.76,0.48,0,0,378
3980,0.74,0.51,0,0,397
3981,0.74,0.58,0.0896,0,296
3982,0.72,0.62,0.1343,0,311
3983,0.7,0.7,0.194,0,232
3984,0.68,0.79,0.1343,0,167
3985,0.66,0.78,0.2239,0,152
3986,0.66,0.78,0.194,0,92
3987,0.66,0.83,0.1642,1,26
3988,0.64,0.89,0.0896,1,12
3989,0.64,0.89,0.0896,1,2
3990,0.64,0.89,0,1,1
3991,0.62,0.88,0.1642,1,3
3992,0.62,0.83,0.1343,1,3
3993,0.6,0.78,0.1343,1,26
3994,0.56,0.88,0.194,1,46
3995,0.56,0.83,0.194,1,221
3996,0.6,0.78,0.2537,1,219
3997,0.6,0.78,0.2537,1,91
3998,0.6,0.78,0.1045,1,94
3999,0.62,0.69,0.1045,1,162
4000,0.64,0.65,0.1045,1,179
4001,0.66,0.61,0.1045,1,175
4002,0.66,0.61,0.1343,1,205
4003,0.7,0.58,0.1642,1,299
4004,0.7,0.54,0,1,565
4005,0.7,0.61,0.2537,1,538
4006,0.66,0.65,0.2239,1,431
4007,0.66,0.69,0.2239,1,316
4008,0.64,0.73,0.1642,1,206
4009,0.64,0.73,0.2239,1,130
4010,0.62,0.78,0.2537,1,60
4011,0.62,0.78,0.1642,1,33
4012,0.62,0.78,0.1642,1,14
4013,0.62,0.83,0.1642,1,6
4014,0.62,0.83,0.1642,1,2
4015,0.6,0.88,0.1045,1,9
4016,0.6,0.88,0.1343,1,25
4017,0.6,0.88,0.1343,1,115
4018,0.6,0.94,0,1,309
4019,0.62,0.88,0.1045,1,401
4020,0.62,0.88,0.2537,1,275
4021,0.64,0.83,0.194,1,161
4022,0.66,0.83,0.1642,1,171
4023,0.7,0.74,0.1642,1,189
4024,0.74,0.66,0.1642,1,207
4025,0.76,0.62,0.2239,1,152
4026,0.78,0.59,0.2537,1,170
4027,0.8,0.59,0.2239,1,335
4028,0.78,0.66,0.2239,1,572
4029,0.76,0.7,0.2537,1,536
4030,0.74,0.74,0.2239,1,425
4031,0.74,0.7,0.2239,1,326
4032,0.72,0.74,0.194,1,229
4033,0.7,0.79,0.1045,1,109
4034,0.7,0.74,0.1045,1,64
4035,0.66,0.78,0.194,1,33
4036,0.66,0.78,0.1343,1,21
4037,0.66,0.78,0,1,7
4038,0.66,0.78,0.1343,1,7
4039,0.64,0.83,0,1,11
4040,0.64,0.89,0,1,23
4041,0.66,0.83,0,1,122
4042,0.7,0.79,0,1,311
4043,0.72,0.74,0.1045,1,423
4044,0.72,0.79,0.1642,1,219
4045,0.74,0.7,0.2537,1,135
4046,0.74,0.7,0.1642,1,145
4047,0.8,0.59,0.2239,1,188
4048,0.82,0.56,0.2537,1,147
4049,0.82,0.52,0.2836,1,145
4050,0.82,0.56,0.2836,1,146
4051,0.82,0.59,0.3284,1,258
